timestamp,temperature,pH,DO
2024-01-04 01:28:00,23.55,7.21,5.61
2024-01-04 01:29:00,23.82,7.0,6.54
2024-01-04 01:30:00,22.58,7.64,7.1
2024-01-04 01:31:00,23.07,7.47,7.3
2024-01-04 01:32:00,22.27,7.29,6.45
2024-01-04 01:33:00,22.0,7.7,6.52
2024-01-04 01:34:00,23.28,7.75,6.76
2024-01-04 01:35:00,23.6,7.0,6.37
2024-01-04 01:36:00,23.33,7.3,6.76
2024-01-04 01:37:00,22.0,8.2,6.46
2024-01-04 01:38:00,22.84,7.68,7.01
2024-01-04 01:39:00,22.0,7.7,6.86
2024-01-04 01:40:00,24.21,7.85,6.91
2024-01-04 01:41:00,22.25,7.51,6.4
2024-01-04 01:42:00,24.12,7.74,7.46
2024-01-04 01:43:00,23.87,7.72,6.74
2024-01-04 01:44:00,22.39,7.66,6.62
2024-01-04 01:45:00,22.21,7.4,6.12
2024-01-04 01:46:00,23.4,7.55,6.45
2024-01-04 01:47:00,22.44,7.32,6.56
2024-01-04 01:48:00,23.2,7.5,6.11
2024-01-04 01:49:00,22.73,7.15,6.35
2024-01-04 01:50:00,22.0,7.26,6.42
2024-01-04 01:51:00,22.0,7.42,6.53
2024-01-04 01:52:00,23.29,7.22,5.62
2024-01-04 01:53:00,22.66,7.35,6.43
2024-01-04 01:54:00,22.67,7.45,6.31
2024-01-04 01:55:00,23.67,7.62,6.49
2024-01-04 01:56:00,24.05,7.78,7.02
2024-01-04 01:57:00,22.89,7.36,7.53
2024-01-04 01:58:00,22.84,7.9,6.84
2024-01-04 01:59:00,23.51,7.78,5.88
2024-01-04 02:00:00,22.03,7.65,6.33
2024-01-04 02:01:00,23.29,7.55,6.8
2024-01-04 02:02:00,23.55,7.6,6.74
2024-01-04 02:03:00,23.66,7.86,6.99
2024-01-04 02:04:00,22.0,7.87,6.45
2024-01-04 02:05:00,22.5,7.9,6.32
2024-01-04 02:06:00,22.41,7.51,7.38
2024-01-04 02:07:00,23.19,7.67,6.53
2024-01-04 02:08:00,23.49,7.9,5.99
2024-01-04 02:09:00,24.31,7.31,7.24
2024-01-04 02:10:00,22.71,7.4,5.75
2024-01-04 02:11:00,22.71,7.5,4.75
2024-01-04 02:12:00,24.03,7.77,6.88
2024-01-04 02:13:00,23.35,7.77,6.96
2024-01-04 02:14:00,24.12,7.43,6.71
2024-01-04 02:15:00,23.34,7.05,5.85
2024-01-04 02:16:00,22.18,7.57,6.47
2024-01-04 02:17:00,22.04,7.22,6.36
2024-01-04 02:18:00,22.0,7.05,6.23
2024-01-04 02:19:00,23.64,7.12,7.21
2024-01-04 02:20:00,24.06,7.6,5.98
2024-01-04 02:21:00,24.59,7.91,6.66
2024-01-04 02:22:00,23.78,7.51,7.1
2024-01-04 02:23:00,24.04,7.56,6.69
2024-01-04 02:24:00,22.64,7.85,7.12
2024-01-04 02:25:00,22.18,7.04,6.78
2024-01-04 02:26:00,23.79,7.66,6.71
2024-01-04 02:27:00,23.44,7.5,6.68
2024-01-04 02:28:00,23.19,7.67,6.81
2024-01-04 02:29:00,23.42,7.35,6.31
2024-01-04 02:30:00,23.36,7.25,5.85
2024-01-04 02:31:00,24.13,7.54,6.98
2024-01-04 02:32:00,24.14,7.99,7.08
2024-01-04 02:33:00,23.54,7.76,6.63
2024-01-04 02:34:00,23.78,7.35,6.23
2024-01-04 02:35:00,23.52,7.1,5.72
2024-01-04 02:36:00,22.74,7.0,6.54
2024-01-04 02:37:00,23.71,7.89,5.83
2024-01-04 02:38:00,22.0,7.21,5.76
2024-01-04 02:39:00,23.95,7.4,6.49
2024-01-04 02:40:00,22.15,7.9,6.12
2024-01-04 02:41:00,23.33,7.02,6.67
2024-01-04 02:42:00,22.43,7.95,6.42
2024-01-04 02:43:00,23.55,7.42,6.2
2024-01-04 02:44:00,23.08,7.16,5.65
2024-01-04 02:45:00,22.0,7.43,6.07
2024-01-04 02:46:00,23.44,7.28,6.09
2024-01-04 02:47:00,22.64,7.63,5.89
2024-01-04 02:48:00,23.81,7.31,6.34
2024-01-04 02:49:00,23.1,7.0,5.93
2024-01-04 02:50:00,23.42,7.43,6.42
2024-01-04 02:51:00,22.34,7.09,6.62
2024-01-04 02:52:00,22.63,7.56,6.09
2024-01-04 02:53:00,22.73,7.14,6.71
2024-01-04 02:54:00,23.79,7.35,5.82
2024-01-04 02:55:00,24.44,7.55,5.94
2024-01-04 02:56:00,22.46,7.44,6.44
2024-01-04 02:57:00,23.96,7.58,6.84
2024-01-04 02:58:00,22.0,7.7,6.93
2024-01-04 02:59:00,22.14,7.15,7.31
2024-01-04 03:00:00,22.33,7.48,6.31
2024-01-04 03:01:00,22.02,7.0,6.44
2024-01-04 03:02:00,22.0,7.57,5.98
2024-01-04 03:03:00,23.43,7.41,5.87
2024-01-04 03:04:00,22.93,7.2,6.61
2024-01-04 03:05:00,23.4,7.59,6.11
2024-01-04 03:06:00,23.65,7.85,7.12
2024-01-04 03:07:00,23.31,7.36,5.77
2024-01-04 03:08:00,23.62,7.22,6.74
2024-01-04 03:09:00,23.04,7.55,6.0
2024-01-04 03:10:00,22.15,7.1,6.09
2024-01-04 03:11:00,23.94,7.3,6.77
2024-01-04 03:12:00,22.63,7.87,6.16
2024-01-04 03:13:00,22.35,7.52,6.24
2024-01-04 03:14:00,22.95,7.0,6.09
2024-01-04 03:15:00,22.37,7.0,7.39
2024-01-04 03:16:00,22.76,7.55,6.19
2024-01-04 03:17:00,23.37,7.76,6.53
2024-01-04 03:18:00,23.38,7.01,6.4
2024-01-04 03:19:00,22.38,7.63,6.61
2024-01-04 03:20:00,22.71,7.9,6.19
2024-01-04 03:21:00,23.96,8.07,6.4
2024-01-04 03:22:00,23.49,7.6,6.7
2024-01-04 03:23:00,24.76,7.65,6.07
2024-01-04 03:24:00,24.04,7.0,7.04
2024-01-04 03:25:00,24.01,8.13,7.09
2024-01-04 03:26:00,22.0,7.33,6.8
2024-01-04 03:27:00,23.71,7.22,6.53
2024-01-04 03:28:00,23.05,7.42,5.0
2024-01-04 03:29:00,22.65,7.95,6.71
2024-01-04 03:30:00,23.23,8.16,6.3
2024-01-04 03:31:00,23.85,7.54,6.38
2024-01-04 03:32:00,23.49,7.8,5.55
2024-01-04 03:33:00,22.39,7.51,6.75
2024-01-04 03:34:00,23.69,7.19,5.78
2024-01-04 03:35:00,22.58,7.94,6.56
2024-01-04 03:36:00,23.27,7.31,6.95
2024-01-04 03:37:00,22.85,7.96,6.27
2024-01-04 03:38:00,22.92,7.89,7.11
2024-01-04 03:39:00,23.71,7.68,6.13
2024-01-04 03:40:00,22.26,8.05,6.8
2024-01-04 03:41:00,24.65,8.17,5.85
2024-01-04 03:42:00,22.0,7.45,7.02
2024-01-04 03:43:00,22.61,7.26,6.94
2024-01-04 03:44:00,23.39,7.0,6.73
2024-01-04 03:45:00,23.56,8.17,6.3
2024-01-04 03:46:00,23.01,7.37,5.8
2024-01-04 03:47:00,23.04,7.84,6.3
2024-01-04 03:48:00,23.42,7.28,7.06
2024-01-04 03:49:00,22.91,7.96,6.56
2024-01-04 03:50:00,24.2,7.29,5.72
2024-01-04 03:51:00,23.76,7.14,5.94
2024-01-04 03:52:00,23.79,7.44,7.13
2024-01-04 03:53:00,22.32,7.34,6.74
2024-01-04 03:54:00,23.03,7.68,5.88
2024-01-04 03:55:00,22.85,7.48,5.62
2024-01-04 03:56:00,22.28,7.69,6.19
2024-01-04 03:57:00,23.38,7.41,5.57
2024-01-04 03:58:00,22.66,7.3,6.42
2024-01-04 03:59:00,23.61,7.32,7.73
2024-01-04 04:00:00,22.23,8.11,5.7
2024-01-04 04:01:00,24.46,7.57,6.41
2024-01-04 04:02:00,22.37,7.0,7.16
2024-01-04 04:03:00,23.26,7.34,6.87
2024-01-04 04:04:00,23.72,7.53,6.43
2024-01-04 04:05:00,22.63,8.05,6.43
2024-01-04 04:06:00,23.77,7.81,5.92
2024-01-04 04:07:00,22.1,7.22,6.37
2024-01-04 04:08:00,24.25,8.23,6.62
2024-01-04 04:09:00,23.1,7.49,7.05
2024-01-04 04:10:00,22.61,7.87,6.19
2024-01-04 04:11:00,22.85,7.15,6.41
2024-01-04 04:12:00,23.73,7.0,6.03
2024-01-04 04:13:00,22.62,7.08,6.61
2024-01-04 04:14:00,22.49,7.0,6.89
2024-01-04 04:15:00,22.91,8.13,6.81
2024-01-04 04:16:00,22.14,7.56,5.91
2024-01-04 04:17:00,24.54,7.22,6.57
2024-01-04 04:18:00,22.63,7.64,6.16
2024-01-04 04:19:00,23.75,7.56,7.01
2024-01-04 04:20:00,23.25,7.69,6.42
2024-01-04 04:21:00,22.3,7.86,5.74
2024-01-04 04:22:00,23.08,7.41,6.39
2024-01-04 04:23:00,23.71,7.24,6.73
2024-01-04 04:24:00,22.93,7.75,6.62
2024-01-04 04:25:00,24.04,7.74,6.24
2024-01-04 04:26:00,23.9,7.53,6.21
2024-01-04 04:27:00,23.82,8.15,6.01
2024-01-04 04:28:00,22.71,7.37,6.3
2024-01-04 04:29:00,22.22,7.23,6.07
2024-01-04 04:30:00,22.59,7.63,6.99
2024-01-04 04:31:00,23.24,7.3,6.05
2024-01-04 04:32:00,23.52,7.65,6.56
2024-01-04 04:33:00,22.0,7.25,6.53
2024-01-04 04:34:00,23.07,7.38,6.97
2024-01-04 04:35:00,23.21,8.07,7.04
2024-01-04 04:36:00,22.86,7.38,6.85
2024-01-04 04:37:00,24.11,7.26,6.68
2024-01-04 04:38:00,23.42,7.85,5.98
2024-01-04 04:39:00,24.13,7.18,5.97
2024-01-04 04:40:00,22.91,7.29,6.08
2024-01-04 04:41:00,23.83,7.67,6.88
2024-01-04 04:42:00,24.39,7.78,6.54
2024-01-04 04:43:00,24.13,7.87,6.93
2024-01-04 04:44:00,22.21,7.28,7.0
2024-01-04 04:45:00,22.88,7.68,6.14
2024-01-04 04:46:00,22.8,7.36,6.52
2024-01-04 04:47:00,23.47,7.32,6.49
2024-01-04 04:48:00,23.63,7.86,6.34
2024-01-04 04:49:00,22.41,7.34,6.23
2024-01-04 04:50:00,23.13,7.58,7.09
2024-01-04 04:51:00,22.0,7.55,6.53
2024-01-04 04:52:00,24.23,7.18,6.51
2024-01-04 04:53:00,22.67,7.79,6.1
2024-01-04 04:54:00,23.12,7.67,6.84
2024-01-04 04:55:00,22.83,7.0,6.0
2024-01-04 04:56:00,23.99,7.58,6.73
2024-01-04 04:57:00,22.0,7.27,6.74
2024-01-04 04:58:00,23.06,7.83,6.29
2024-01-04 04:59:00,22.99,7.07,6.66
2024-01-04 05:00:00,22.71,7.39,6.59
2024-01-04 05:01:00,24.46,7.61,6.48
2024-01-04 05:02:00,22.37,7.52,6.51
2024-01-04 05:03:00,23.69,7.73,6.53
2024-01-04 05:04:00,23.36,7.04,6.56
2024-01-04 05:05:00,24.08,8.0,6.53
2024-01-04 05:06:00,22.54,7.66,5.95
2024-01-04 05:07:00,22.49,7.91,6.42
2024-01-04 05:08:00,23.95,7.76,6.63
2024-01-04 05:09:00,23.41,7.5,6.55
2024-01-04 05:10:00,22.0,7.11,6.98
2024-01-04 05:11:00,22.64,7.33,6.81
2024-01-04 05:12:00,23.38,7.98,6.06
2024-01-04 05:13:00,23.74,7.92,6.42
2024-01-04 05:14:00,22.53,7.31,6.34
2024-01-04 05:15:00,22.0,7.0,6.5
2024-01-04 05:16:00,23.49,7.44,6.5
2024-01-04 05:17:00,22.1,7.41,6.81
2024-01-04 05:18:00,22.0,7.43,6.59
2024-01-04 05:19:00,22.0,7.66,7.12
2024-01-04 05:20:00,23.72,7.76,6.62
2024-01-04 05:21:00,23.17,7.8,6.08
2024-01-04 05:22:00,22.89,7.63,6.27
2024-01-04 05:23:00,24.18,7.0,6.8
2024-01-04 05:24:00,23.58,7.4,5.69
2024-01-04 05:25:00,24.36,8.19,5.83
2024-01-04 05:26:00,22.0,7.61,6.51
2024-01-04 05:27:00,23.04,7.61,6.98
2024-01-04 05:28:00,22.0,7.61,7.15
2024-01-04 05:29:00,22.89,7.62,6.39
2024-01-04 05:30:00,22.87,7.0,7.03
2024-01-04 05:31:00,23.57,7.43,6.54
2024-01-04 05:32:00,23.11,7.49,5.73
2024-01-04 05:33:00,23.57,7.88,6.5
2024-01-04 05:34:00,23.63,7.51,6.19
2024-01-04 05:35:00,24.79,7.01,6.96
2024-01-04 05:36:00,22.82,7.63,6.49
2024-01-04 05:37:00,22.32,7.26,5.86
2024-01-04 05:38:00,23.27,7.13,5.75
2024-01-04 05:39:00,22.43,7.25,6.49
2024-01-04 05:40:00,24.25,7.66,5.29
2024-01-04 05:41:00,22.84,7.88,6.24
2024-01-04 05:42:00,22.62,7.64,6.62
2024-01-04 05:43:00,22.69,7.69,5.97
2024-01-04 05:44:00,23.64,7.64,7.0
2024-01-04 05:45:00,22.94,7.53,7.1
2024-01-04 05:46:00,22.55,7.71,5.99
2024-01-04 05:47:00,24.4,7.0,6.35
2024-01-04 05:48:00,22.38,7.53,7.0
2024-01-04 05:49:00,23.09,7.19,6.5
2024-01-04 05:50:00,23.59,7.85,5.8
2024-01-04 05:51:00,22.0,7.46,6.43
2024-01-04 05:52:00,23.45,7.51,6.07
2024-01-04 05:53:00,22.22,7.05,7.05
2024-01-04 05:54:00,23.72,7.81,6.8
2024-01-04 05:55:00,22.29,7.69,6.34
2024-01-04 05:56:00,23.62,7.67,6.57
2024-01-04 05:57:00,23.95,7.26,5.85
2024-01-04 05:58:00,23.75,7.27,6.12
2024-01-04 05:59:00,23.27,7.57,7.28
2024-01-04 06:00:00,22.88,7.29,6.53
2024-01-04 06:01:00,22.6,7.63,6.97
2024-01-04 06:02:00,24.24,7.0,6.62
2024-01-04 06:03:00,22.5,7.35,7.16
2024-01-04 06:04:00,22.23,8.04,5.5
2024-01-04 06:05:00,23.6,7.63,6.41
2024-01-04 06:06:00,22.43,7.55,7.32
2024-01-04 06:07:00,22.3,8.1,6.98
2024-01-04 06:08:00,22.0,7.0,7.16
2024-01-04 06:09:00,22.68,7.26,6.5
2024-01-04 06:10:00,23.0,7.38,6.23
2024-01-04 06:11:00,23.26,7.76,5.99
2024-01-04 06:12:00,23.82,7.76,5.95
2024-01-04 06:13:00,23.48,7.24,6.9
2024-01-04 06:14:00,22.91,7.8,6.76
2024-01-04 06:15:00,22.9,7.38,6.47
2024-01-04 06:16:00,23.47,7.86,6.75
2024-01-04 06:17:00,24.08,7.19,6.57
2024-01-04 06:18:00,23.16,7.46,6.98
2024-01-04 06:19:00,22.68,7.35,6.98
2024-01-04 06:20:00,22.27,7.82,5.97
2024-01-04 06:21:00,22.0,7.34,6.64
2024-01-04 06:22:00,23.59,7.49,5.67
2024-01-04 06:23:00,23.52,7.65,6.57
2024-01-04 06:24:00,23.52,7.66,6.8
2024-01-04 06:25:00,22.96,7.77,5.84
2024-01-04 06:26:00,24.18,7.56,6.29
2024-01-04 06:27:00,22.67,7.37,6.5
2024-01-04 06:28:00,23.82,7.4,6.62
2024-01-04 06:29:00,23.03,7.51,6.36
2024-01-04 06:30:00,22.57,7.57,5.91
2024-01-04 06:31:00,23.53,7.46,6.47
2024-01-04 06:32:00,23.39,7.51,5.67
2024-01-04 06:33:00,23.34,7.04,6.38
2024-01-04 06:34:00,23.12,7.7,6.28
2024-01-04 06:35:00,23.03,7.55,6.43
2024-01-04 06:36:00,24.97,7.8,6.22
2024-01-04 06:37:00,24.0,7.5,5.75
2024-01-04 06:38:00,23.63,7.0,6.32
2024-01-04 06:39:00,23.15,7.39,6.97
2024-01-04 06:40:00,23.86,7.44,7.13
2024-01-04 06:41:00,23.47,7.72,7.72
2024-01-04 06:42:00,23.08,7.0,7.35
2024-01-04 06:43:00,22.81,7.51,5.9
2024-01-04 06:44:00,22.99,7.65,6.3
2024-01-04 06:45:00,22.0,7.3,6.49
2024-01-04 06:46:00,23.22,7.52,6.46
2024-01-04 06:47:00,22.66,7.31,6.53
2024-01-04 06:48:00,24.33,7.28,7.7
2024-01-04 06:49:00,23.07,7.38,5.96
2024-01-04 06:50:00,22.1,7.29,6.14
2024-01-04 06:51:00,23.01,7.71,7.32
2024-01-04 06:52:00,22.22,7.28,6.19
2024-01-04 06:53:00,23.43,7.23,6.7
2024-01-04 06:54:00,23.29,8.03,7.02
2024-01-04 06:55:00,23.82,7.79,6.74
2024-01-04 06:56:00,22.42,7.0,6.6
2024-01-04 06:57:00,23.08,7.27,6.97
2024-01-04 06:58:00,22.0,7.57,6.05
2024-01-04 06:59:00,23.61,7.6,6.25
2024-01-04 07:00:00,26.97,7.05,6.77
2024-01-04 07:01:00,26.95,7.85,5.47
2024-01-04 07:02:00,26.55,7.75,7.21
2024-01-04 07:03:00,26.88,7.64,6.65
2024-01-04 07:04:00,27.83,7.91,6.58
2024-01-04 07:05:00,26.32,7.64,5.68
2024-01-04 07:06:00,26.66,7.63,5.86
2024-01-04 07:07:00,25.68,7.97,6.3
2024-01-04 07:08:00,25.86,7.83,6.9
2024-01-04 07:09:00,26.63,7.25,5.46
2024-01-04 07:10:00,27.43,7.69,6.89
2024-01-04 07:11:00,26.34,7.3,6.32
2024-01-04 07:12:00,26.36,7.65,6.39
2024-01-04 07:13:00,26.22,7.64,6.63
2024-01-04 07:14:00,26.12,7.08,6.63
2024-01-04 07:15:00,26.78,7.46,6.14
2024-01-04 07:16:00,25.35,7.58,6.81
2024-01-04 07:17:00,27.57,7.37,5.34
2024-01-04 07:18:00,26.02,7.59,6.27
2024-01-04 07:19:00,27.13,7.74,6.58
2024-01-04 07:20:00,25.53,7.49,6.33
2024-01-04 07:21:00,27.08,7.57,5.59
2024-01-04 07:22:00,27.09,7.92,6.88
2024-01-04 07:23:00,26.85,7.64,5.88
2024-01-04 07:24:00,25.75,7.56,6.47
2024-01-04 07:25:00,26.75,7.21,6.58
2024-01-04 07:26:00,25.6,7.7,6.51
2024-01-04 07:27:00,26.34,7.6,7.08
2024-01-04 07:28:00,27.37,7.89,6.47
2024-01-04 07:29:00,27.18,7.51,6.71
2024-01-04 07:30:00,26.56,7.0,6.47
2024-01-04 07:31:00,25.77,7.0,6.81
2024-01-04 07:32:00,27.06,7.72,7.2
2024-01-04 07:33:00,26.56,7.33,6.57
2024-01-04 07:34:00,24.69,7.63,6.89
2024-01-04 07:35:00,27.17,7.53,7.23
2024-01-04 07:36:00,26.53,7.45,7.18
2024-01-04 07:37:00,27.51,7.47,6.31
2024-01-04 07:38:00,25.67,7.24,7.02
2024-01-04 07:39:00,24.0,7.5,6.62
2024-01-04 07:40:00,26.77,7.32,7.06
2024-01-04 07:41:00,26.78,7.39,6.78
2024-01-04 07:42:00,25.19,7.4,6.64
2024-01-04 07:43:00,25.76,7.43,6.72
2024-01-04 07:44:00,28.75,7.78,6.63
2024-01-04 07:45:00,26.3,7.46,6.65
2024-01-04 07:46:00,27.13,7.81,6.42
2024-01-04 07:47:00,26.02,7.96,6.37
2024-01-04 07:48:00,24.87,7.76,7.38
2024-01-04 07:49:00,26.41,7.66,6.74
2024-01-04 07:50:00,26.33,7.6,6.21
2024-01-04 07:51:00,26.22,7.76,6.36
2024-01-04 07:52:00,26.45,7.53,7.03
2024-01-04 07:53:00,26.75,7.8,6.13
2024-01-04 07:54:00,26.42,7.68,5.76
2024-01-04 07:55:00,25.53,7.39,5.8
2024-01-04 07:56:00,26.93,7.77,5.64
2024-01-04 07:57:00,24.98,7.53,5.85
2024-01-04 07:58:00,24.9,7.47,5.91
2024-01-04 07:59:00,27.13,7.36,7.19
2024-01-04 08:00:00,26.95,7.55,6.48
2024-01-04 08:01:00,26.49,7.8,6.32
2024-01-04 08:02:00,25.42,7.77,5.78
2024-01-04 08:03:00,25.97,7.61,6.43
2024-01-04 08:04:00,26.33,7.68,5.63
2024-01-04 08:05:00,25.26,7.88,6.32
2024-01-04 08:06:00,25.95,7.46,7.53
2024-01-04 08:07:00,27.06,7.17,6.83
2024-01-04 08:08:00,27.68,7.89,6.4
2024-01-04 08:09:00,26.2,7.34,6.85
2024-01-04 08:10:00,27.14,7.29,6.24
2024-01-04 08:11:00,25.01,7.0,6.1
2024-01-04 08:12:00,27.07,7.67,7.35
2024-01-04 08:13:00,25.89,7.01,5.93
2024-01-04 08:14:00,26.78,7.27,6.32
2024-01-04 08:15:00,26.34,7.68,6.65
2024-01-04 08:16:00,27.59,7.72,6.03
2024-01-04 08:17:00,25.84,7.3,6.83
2024-01-04 08:18:00,27.04,7.46,6.35
2024-01-04 08:19:00,26.31,7.24,6.83
2024-01-04 08:20:00,26.41,7.34,6.79
2024-01-04 08:21:00,26.39,7.58,6.38
2024-01-04 08:22:00,25.86,7.35,7.36
2024-01-04 08:23:00,26.52,7.43,6.17
2024-01-04 08:24:00,26.49,7.06,7.17
2024-01-04 08:25:00,26.73,7.84,7.09
2024-01-04 08:26:00,26.6,7.65,7.39
2024-01-04 08:27:00,27.17,7.74,6.59
2024-01-04 08:28:00,27.27,7.89,6.11
2024-01-04 08:29:00,25.69,7.25,7.54
2024-01-04 08:30:00,27.23,7.39,6.33
2024-01-04 08:31:00,25.58,7.0,6.09
2024-01-04 08:32:00,27.0,8.44,6.41
2024-01-04 08:33:00,27.03,7.46,6.01
2024-01-04 08:34:00,25.0,7.81,6.76
2024-01-04 08:35:00,26.61,7.13,6.2
2024-01-04 08:36:00,26.16,7.8,6.36
2024-01-04 08:37:00,25.93,8.06,6.98
2024-01-04 08:38:00,27.61,7.48,6.81
2024-01-04 08:39:00,26.01,7.2,6.51
2024-01-04 08:40:00,25.89,7.46,6.59
2024-01-04 08:41:00,26.59,7.0,6.51
2024-01-04 08:42:00,27.08,7.49,6.28
2024-01-04 08:43:00,26.42,7.75,6.5
2024-01-04 08:44:00,27.46,7.49,6.75
2024-01-04 08:45:00,26.96,7.41,6.44
2024-01-04 08:46:00,24.79,7.66,6.71
2024-01-04 08:47:00,26.11,7.68,6.08
2024-01-04 08:48:00,26.08,7.0,6.2
2024-01-04 08:49:00,26.91,7.53,6.13
2024-01-04 08:50:00,24.43,8.23,6.22
2024-01-04 08:51:00,28.57,7.1,7.14
2024-01-04 08:52:00,26.95,7.47,6.86
2024-01-04 08:53:00,26.65,8.08,5.96
2024-01-04 08:54:00,27.47,7.83,6.72
2024-01-04 08:55:00,28.4,7.35,6.3
2024-01-04 08:56:00,27.23,7.56,6.16
2024-01-04 08:57:00,27.29,7.5,5.76
2024-01-04 08:58:00,26.63,7.28,6.99
2024-01-04 08:59:00,26.41,7.48,5.82
2024-01-04 09:00:00,26.15,7.42,6.47
2024-01-04 09:01:00,25.87,7.53,6.03
2024-01-04 09:02:00,25.98,7.28,6.89
2024-01-04 09:03:00,25.45,7.12,6.33
2024-01-04 09:04:00,26.47,7.49,6.43
2024-01-04 09:05:00,25.18,8.01,6.45
2024-01-04 09:06:00,26.68,7.52,6.65
2024-01-04 09:07:00,26.5,7.4,6.51
2024-01-04 09:08:00,26.64,7.73,6.48
2024-01-04 09:09:00,26.11,7.45,6.24
2024-01-04 09:10:00,28.99,8.06,5.71
2024-01-04 09:11:00,27.61,7.5,5.94
2024-01-04 09:12:00,25.53,7.71,6.86
2024-01-04 09:13:00,26.71,7.27,6.35
2024-01-04 09:14:00,26.04,7.65,6.17
2024-01-04 09:15:00,25.71,7.58,5.8
2024-01-04 09:16:00,25.45,7.48,5.64
2024-01-04 09:17:00,26.87,7.35,6.15
2024-01-04 09:18:00,25.98,7.31,6.94
2024-01-04 09:19:00,27.3,7.58,6.22
2024-01-04 09:20:00,27.32,7.69,6.7
2024-01-04 09:21:00,27.62,7.46,6.2
2024-01-04 09:22:00,25.84,7.59,6.82
2024-01-04 09:23:00,26.9,7.49,6.32
2024-01-04 09:24:00,27.03,7.53,5.88
2024-01-04 09:25:00,26.14,7.44,6.37
2024-01-04 09:26:00,25.91,7.51,7.42
2024-01-04 09:27:00,27.81,8.31,7.39
2024-01-04 09:28:00,26.7,7.59,6.74
2024-01-04 09:29:00,27.03,7.69,6.43
2024-01-04 09:30:00,25.86,7.63,6.65
2024-01-04 09:31:00,25.55,7.42,6.66
2024-01-04 09:32:00,26.07,7.89,6.48
2024-01-04 09:33:00,26.42,7.41,6.72
2024-01-04 09:34:00,25.67,7.82,6.6
2024-01-04 09:35:00,26.51,7.4,6.34
2024-01-04 09:36:00,25.17,7.21,5.9
2024-01-04 09:37:00,25.62,7.61,6.27
2024-01-04 09:38:00,27.06,7.17,6.9
2024-01-04 09:39:00,27.0,7.66,6.48
2024-01-04 09:40:00,26.21,7.14,6.65
2024-01-04 09:41:00,25.71,7.4,6.36
2024-01-04 09:42:00,25.7,7.07,5.97
2024-01-04 09:43:00,26.22,8.35,6.38
2024-01-04 09:44:00,27.03,7.0,5.99
2024-01-04 09:45:00,27.26,7.5,5.96
2024-01-04 09:46:00,26.12,7.84,7.1
2024-01-04 09:47:00,25.6,7.81,6.29
2024-01-04 09:48:00,26.73,7.76,6.13
2024-01-04 09:49:00,25.86,7.4,7.31
2024-01-04 09:50:00,26.1,7.91,6.91
2024-01-04 09:51:00,27.58,7.77,6.31
2024-01-04 09:52:00,27.18,7.56,6.71
2024-01-04 09:53:00,26.64,7.57,6.38
2024-01-04 09:54:00,25.5,7.41,6.15
2024-01-04 09:55:00,26.69,7.23,6.74
2024-01-04 09:56:00,27.37,7.87,6.34
2024-01-04 09:57:00,26.22,7.89,6.54
2024-01-04 09:58:00,27.6,7.23,7.01
2024-01-04 09:59:00,27.55,7.45,6.96
2024-01-04 10:00:00,27.85,7.46,6.22
2024-01-04 10:01:00,26.76,7.49,6.74
2024-01-04 10:02:00,26.99,7.52,5.94
2024-01-04 10:03:00,27.65,7.78,6.73
2024-01-04 10:04:00,26.87,7.28,6.57
2024-01-04 10:05:00,26.11,7.25,6.69
2024-01-04 10:06:00,26.16,7.87,6.35
2024-01-04 10:07:00,26.71,7.36,7.54
2024-01-04 10:08:00,25.48,7.12,6.05
2024-01-04 10:09:00,26.4,7.35,6.99
2024-01-04 10:10:00,27.39,7.4,5.98
2024-01-04 10:11:00,24.76,7.97,6.75
2024-01-04 10:12:00,27.74,7.78,6.79
2024-01-04 10:13:00,27.41,7.84,6.53
2024-01-04 10:14:00,26.15,7.75,6.25
2024-01-04 10:15:00,26.95,7.78,6.57
2024-01-04 10:16:00,26.52,7.29,6.63
2024-01-04 10:17:00,27.5,7.44,7.39
2024-01-04 10:18:00,27.3,7.2,6.06
2024-01-04 10:19:00,25.39,7.44,6.22
2024-01-04 10:20:00,26.98,7.71,6.64
2024-01-04 10:21:00,26.35,7.54,6.37
2024-01-04 10:22:00,26.58,7.89,6.45
2024-01-04 10:23:00,25.93,7.16,7.04
2024-01-04 10:24:00,27.91,7.65,5.09
2024-01-04 10:25:00,27.34,7.13,6.2
2024-01-04 10:26:00,25.92,7.53,5.63
2024-01-04 10:27:00,25.44,7.72,5.9
2024-01-04 10:28:00,26.2,7.44,7.7
2024-01-04 10:29:00,26.86,7.67,6.8
2024-01-04 10:30:00,26.7,7.21,6.98
2024-01-04 10:31:00,27.51,7.0,6.46
2024-01-04 10:32:00,27.14,7.67,6.88
2024-01-04 10:33:00,27.29,8.02,5.62
2024-01-04 10:34:00,26.77,7.2,7.02
2024-01-04 10:35:00,25.4,7.87,6.09
2024-01-04 10:36:00,26.35,7.51,6.23
2024-01-04 10:37:00,27.36,7.1,6.75
2024-01-04 10:38:00,26.47,7.16,6.66
2024-01-04 10:39:00,26.91,7.5,6.54
2024-01-04 10:40:00,26.25,7.38,5.82
2024-01-04 10:41:00,25.68,7.11,6.55
2024-01-04 10:42:00,26.41,7.0,6.98
2024-01-04 10:43:00,26.75,7.25,6.23
2024-01-04 10:44:00,25.98,7.56,7.16
2024-01-04 10:45:00,26.32,7.5,6.06
2024-01-04 10:46:00,25.76,7.35,6.5
